row_index,doc_id,source_id,label_aktual,kombinasi,n_fitur,prediksi,probabilitas_AI,benar
56,56,28,0,tfidf+bert,2,0,0.3458506092049007,True
57,57,28,1,tfidf+bert,2,1,0.9994033845481668,True
58,58,29,0,tfidf+bert,2,0,0.4789496519002751,True
59,59,29,1,tfidf+bert,2,1,0.9959903737452093,True
60,60,30,0,tfidf+bert,2,0,0.05624190709327017,True
61,61,30,1,tfidf+bert,2,1,0.998845165920836,True
62,62,31,0,tfidf+bert,2,0,0.003907603063295973,True
63,63,31,1,tfidf+bert,2,1,0.983458865299968,True
64,64,32,0,tfidf+bert,2,0,0.010963270293251262,True
65,65,32,1,tfidf+bert,2,0,0.039091044275899434,False
66,66,33,0,tfidf+bert,2,0,0.00570914441714893,True
67,67,33,1,tfidf+bert,2,1,0.9890232216028045,True
68,68,34,0,tfidf+bert,2,0,0.31488750788494485,True
69,69,34,1,tfidf+bert,2,1,0.939799411561343,True
70,70,35,0,tfidf+bert,2,0,0.004190169994116065,True
71,71,35,1,tfidf+bert,2,1,0.9877016322846442,True
72,72,36,0,tfidf+bert,2,0,0.05325732908173937,True
73,73,36,1,tfidf+bert,2,1,0.8843998129907529,True
74,74,37,0,tfidf+bert,2,0,0.0024370660965236783,True
75,75,37,1,tfidf+bert,2,1,0.9599239217772472,True
76,76,38,0,tfidf+bert,2,0,0.14121508678110856,True
77,77,38,1,tfidf+bert,2,1,0.9995445895895829,True
78,78,39,0,tfidf+bert,2,0,0.013750443564614006,True
79,79,39,1,tfidf+bert,2,1,0.9946137927180722,True
80,80,40,0,tfidf+bert,2,0,0.0074760080167554635,True
81,81,40,1,tfidf+bert,2,1,0.8456736227789907,True
82,82,41,0,tfidf+bert,2,0,0.01972900788402062,True
83,83,41,1,tfidf+bert,2,1,0.8515592540767164,True
84,84,42,0,tfidf+bert,2,0,0.04813906304211698,True
85,85,42,1,tfidf+bert,2,1,0.9817240278035269,True
86,86,43,0,tfidf+bert,2,0,0.024777260736352762,True
87,87,43,1,tfidf+bert,2,1,0.9995772072192645,True
88,88,44,0,tfidf+bert,2,0,0.009737831401195203,True
89,89,44,1,tfidf+bert,2,1,0.9747194676686226,True
90,90,45,0,tfidf+bert,2,0,0.48901679787761587,True
91,91,45,1,tfidf+bert,2,1,0.5908632345150676,True
92,92,46,0,tfidf+bert,2,0,0.012987027249719382,True
93,93,46,1,tfidf+bert,2,1,0.9991844328713356,True
94,94,47,0,tfidf+bert,2,0,0.043081132366832926,True
95,95,47,1,tfidf+bert,2,1,0.9430741767708861,True
96,96,48,0,tfidf+bert,2,0,0.0010560365044919656,True
97,97,48,1,tfidf+bert,2,0,0.13877883943393027,False
98,98,49,0,tfidf+bert,2,0,0.00054315950906049,True
99,99,49,1,tfidf+bert,2,1,0.8159433719228615,True
100,100,50,0,tfidf+bert,2,0,0.24042538888772533,True
101,101,50,1,tfidf+bert,2,1,0.9973994673027051,True
102,102,51,0,tfidf+bert,2,0,0.034349392702789756,True
103,103,51,1,tfidf+bert,2,1,0.9968806999225687,True
104,104,52,0,tfidf+bert,2,0,0.002773143559784681,True
105,105,52,1,tfidf+bert,2,0,0.47669181760130425,False
106,106,53,0,tfidf+bert,2,0,0.004025603498521964,True
107,107,53,1,tfidf+bert,2,1,0.99602811560734,True
108,108,54,0,tfidf+bert,2,0,0.035408144974975464,True
109,109,54,1,tfidf+bert,2,1,0.6161799307929563,True
110,110,55,0,tfidf+bert,2,0,0.000808516485053681,True
111,111,55,1,tfidf+bert,2,1,0.9853327290975336,True
112,112,56,0,tfidf+bert,2,0,0.00717263296120338,True
113,113,56,1,tfidf+bert,2,1,0.9807941846062691,True
114,114,57,0,tfidf+bert,2,0,0.007432099603926673,True
115,115,57,1,tfidf+bert,2,1,0.8387037513568165,True
116,116,58,0,tfidf+bert,2,0,0.035735777744162124,True
117,117,58,1,tfidf+bert,2,1,0.9941422185627135,True
118,118,59,0,tfidf+bert,2,0,0.006470561266122451,True
119,119,59,1,tfidf+bert,2,1,0.9997100948243409,True
120,120,60,0,tfidf+bert,2,0,0.005688960339206614,True
121,121,60,1,tfidf+bert,2,1,0.986050600498818,True
122,122,61,0,tfidf+bert,2,0,0.00865325148671311,True
123,123,61,1,tfidf+bert,2,1,0.8952690858949742,True
124,124,62,0,tfidf+bert,2,0,0.007428536371232567,True
125,125,62,1,tfidf+bert,2,1,0.9872475573082587,True
126,126,63,0,tfidf+bert,2,0,0.015314384368882038,True
127,127,63,1,tfidf+bert,2,1,0.9755139417706942,True
128,128,64,0,tfidf+bert,2,0,0.0059654122001842926,True
129,129,64,1,tfidf+bert,2,1,0.8781836387385746,True
130,130,65,0,tfidf+bert,2,1,0.6455419258710341,False
131,131,65,1,tfidf+bert,2,1,0.9228027017763352,True
132,132,66,0,tfidf+bert,2,1,0.79328527989945,False
133,133,66,1,tfidf+bert,2,1,0.9429058217112073,True
134,134,67,0,tfidf+bert,2,0,0.0923170251695609,True
135,135,67,1,tfidf+bert,2,1,0.9764714175519241,True
136,136,68,0,tfidf+bert,2,0,0.01865794936695966,True
137,137,68,1,tfidf+bert,2,1,0.9988231035637871,True
138,138,69,0,tfidf+bert,2,0,0.026084514662559604,True
139,139,69,1,tfidf+bert,2,1,0.8107993730849924,True
140,140,70,0,tfidf+bert,2,0,0.013363964507388634,True
141,141,70,1,tfidf+bert,2,1,0.7975344560734734,True
142,142,71,0,tfidf+bert,2,0,0.0034265555307971436,True
143,143,71,1,tfidf+bert,2,1,0.9992257536475361,True
144,144,72,0,tfidf+bert,2,0,0.012941381196989623,True
145,145,72,1,tfidf+bert,2,1,0.9862396066546862,True
146,146,73,1,tfidf+bert,2,1,0.9986958976137945,True
147,147,74,0,tfidf+bert,2,0,0.0018772962664043251,True
148,148,74,1,tfidf+bert,2,1,0.9987196174475855,True
149,149,75,0,tfidf+bert,2,0,0.0636264936009816,True
150,150,75,1,tfidf+bert,2,1,0.9874867425911107,True
151,151,76,0,tfidf+bert,2,0,0.02880202601364507,True
152,152,76,1,tfidf+bert,2,1,0.9912466358880838,True
153,153,77,0,tfidf+bert,2,0,0.004957872927636511,True
154,154,77,1,tfidf+bert,2,1,0.7364287324777825,True
155,155,78,0,tfidf+bert,2,0,0.18895503099428282,True
156,156,78,1,tfidf+bert,2,1,0.9795052977230324,True
157,157,79,0,tfidf+bert,2,0,0.1256090154140209,True
158,158,79,1,tfidf+bert,2,1,0.9635027831018871,True
159,159,80,0,tfidf+bert,2,0,0.05506197631910837,True
160,160,80,1,tfidf+bert,2,1,0.6113892300504044,True
161,161,81,0,tfidf+bert,2,0,0.19362869781704695,True
162,162,81,1,tfidf+bert,2,1,0.9981303857141208,True
163,163,82,0,tfidf+bert,2,0,0.0034140113503771676,True
164,164,82,1,tfidf+bert,2,1,0.9813524693199576,True
165,165,83,0,tfidf+bert,2,0,0.0010518686133422182,True
166,166,83,1,tfidf+bert,2,1,0.9342240509351957,True
167,167,84,0,tfidf+bert,2,0,0.002051908612175184,True
168,168,84,1,tfidf+bert,2,1,0.9259611394670962,True
169,169,85,0,tfidf+bert,2,0,0.0006849214747952399,True
170,170,85,1,tfidf+bert,2,1,0.9979958266598167,True
171,171,86,0,tfidf+bert,2,0,0.16118922621661486,True
172,172,86,1,tfidf+bert,2,1,0.9991641644989936,True
173,173,87,0,tfidf+bert,2,0,0.01950902882017703,True
174,174,87,1,tfidf+bert,2,1,0.9955020837665981,True
175,175,88,0,tfidf+bert,2,1,0.7702009275301744,False
176,176,88,1,tfidf+bert,2,1,0.9919038014502035,True
177,177,89,0,tfidf+bert,2,0,0.003376670091816647,True
178,178,89,1,tfidf+bert,2,1,0.9947987831583349,True
179,179,90,0,tfidf+bert,2,0,0.010039104051767,True
180,180,90,1,tfidf+bert,2,1,0.9803441258476217,True
181,181,91,0,tfidf+bert,2,0,0.008657267756669565,True
182,182,91,1,tfidf+bert,2,1,0.9880045704487758,True
183,183,92,0,tfidf+bert,2,1,0.5587739198713932,False
184,184,92,1,tfidf+bert,2,1,0.9992339760695156,True
185,185,93,0,tfidf+bert,2,0,0.009661642730966296,True
186,186,93,1,tfidf+bert,2,1,0.989639625432083,True
187,187,94,0,tfidf+bert,2,0,0.08414413879344618,True
188,188,94,1,tfidf+bert,2,1,0.9950634989019863,True
189,189,95,0,tfidf+bert,2,0,0.0041138315719662375,True
190,190,95,1,tfidf+bert,2,1,0.9645695950017277,True
191,191,96,0,tfidf+bert,2,0,0.003758268102825343,True
192,192,96,1,tfidf+bert,2,1,0.9731236594664966,True
193,193,97,0,tfidf+bert,2,0,0.0010761254999222091,True
194,194,97,1,tfidf+bert,2,1,0.9730855868001094,True
195,195,98,0,tfidf+bert,2,0,0.00534342327970886,True
196,196,98,1,tfidf+bert,2,1,0.9168510751292408,True
197,197,99,0,tfidf+bert,2,0,0.003069940153144957,True
198,198,99,1,tfidf+bert,2,1,0.9964544939500738,True
199,199,100,0,tfidf+bert,2,0,0.001441622078682668,True
200,200,100,1,tfidf+bert,2,1,0.9988193544148005,True
201,201,101,0,tfidf+bert,2,0,0.00455625508012226,True
202,202,101,1,tfidf+bert,2,1,0.987896025011332,True
203,203,102,0,tfidf+bert,2,0,0.002472119661708802,True
204,204,102,1,tfidf+bert,2,1,0.9821544965565858,True
205,205,103,0,tfidf+bert,2,0,0.008512750305804711,True
206,206,103,1,tfidf+bert,2,1,0.9927493831001801,True
207,207,104,0,tfidf+bert,2,1,0.6002757537117052,False
208,208,104,1,tfidf+bert,2,1,0.997230714488979,True
209,209,105,0,tfidf+bert,2,0,0.01655047845312279,True
210,210,105,1,tfidf+bert,2,1,0.9975971566421192,True
211,211,106,0,tfidf+bert,2,0,0.05402445846496064,True
212,212,106,1,tfidf+bert,2,1,0.8751581160524555,True
213,213,107,0,tfidf+bert,2,0,0.007360239287425031,True
214,214,107,1,tfidf+bert,2,1,0.9953614629124641,True
215,215,108,0,tfidf+bert,2,0,0.00029234889750869616,True
216,216,108,1,tfidf+bert,2,1,0.9636503753228661,True
217,217,109,0,tfidf+bert,2,0,0.01497525353296129,True
218,218,109,1,tfidf+bert,2,1,0.9723302967948281,True
219,219,110,0,tfidf+bert,2,0,0.008108238871310914,True
220,220,110,1,tfidf+bert,2,1,0.9862412482450923,True
221,221,111,0,tfidf+bert,2,0,0.002111291140055226,True
222,222,111,1,tfidf+bert,2,1,0.7436415733812889,True
223,223,112,0,tfidf+bert,2,0,0.0006003388543015058,True
224,224,112,1,tfidf+bert,2,1,0.9815686126676174,True
225,225,113,0,tfidf+bert,2,0,0.0007965752271896184,True
226,226,113,1,tfidf+bert,2,1,0.9233198671703368,True
227,227,114,0,tfidf+bert,2,0,0.03312715476438255,True
228,228,114,1,tfidf+bert,2,1,0.9579376880029199,True
229,229,115,0,tfidf+bert,2,0,0.008739103187107801,True
230,230,115,1,tfidf+bert,2,1,0.9729361808523369,True
231,231,116,0,tfidf+bert,2,0,0.018556531733351797,True
232,232,116,1,tfidf+bert,2,1,0.9861519386285166,True
233,233,117,0,tfidf+bert,2,0,0.02046835745048736,True
234,234,117,1,tfidf+bert,2,1,0.7782379274045801,True
235,235,118,0,tfidf+bert,2,0,0.07292028682289362,True
236,236,118,1,tfidf+bert,2,1,0.9993566166735888,True
237,237,119,0,tfidf+bert,2,0,0.0005913137081901954,True
238,238,119,1,tfidf+bert,2,1,0.8852085116102586,True
239,239,120,0,tfidf+bert,2,0,0.16540302727377654,True
240,240,120,1,tfidf+bert,2,1,0.8285916299187559,True
241,241,121,0,tfidf+bert,2,0,0.011700368333089317,True
242,242,121,1,tfidf+bert,2,1,0.9985976999834982,True
243,243,122,0,tfidf+bert,2,0,0.019312546230730483,True
244,244,122,1,tfidf+bert,2,1,0.9971100555331038,True
245,245,123,0,tfidf+bert,2,0,0.018334236097325183,True
246,246,123,1,tfidf+bert,2,1,0.9645710747980336,True
247,247,124,0,tfidf+bert,2,0,0.0016468002045998138,True
248,248,124,1,tfidf+bert,2,1,0.9973153190007656,True
249,249,125,0,tfidf+bert,2,0,0.08460242788571437,True
250,250,125,1,tfidf+bert,2,1,0.9574213885086649,True
251,251,126,0,tfidf+bert,2,0,0.007092466866600948,True
252,252,126,1,tfidf+bert,2,1,0.9985560629949125,True
253,253,127,0,tfidf+bert,2,0,0.008330758103124886,True
254,254,127,1,tfidf+bert,2,1,0.9911373631460761,True
255,255,128,0,tfidf+bert,2,0,0.00164506528417932,True
256,256,128,1,tfidf+bert,2,1,0.9764748840498961,True
257,257,129,0,tfidf+bert,2,0,0.028398372672206407,True
258,258,129,1,tfidf+bert,2,1,0.9821191714547739,True
259,259,130,0,tfidf+bert,2,0,0.0005060086762278393,True
260,260,130,1,tfidf+bert,2,1,0.7602508090736299,True
261,261,131,0,tfidf+bert,2,0,0.0016818008811334592,True
262,262,131,1,tfidf+bert,2,1,0.9899463494782432,True
263,263,132,0,tfidf+bert,2,0,0.0698965562156132,True
264,264,132,1,tfidf+bert,2,1,0.9925430743430048,True
265,265,133,0,tfidf+bert,2,0,0.001598820897190679,True
266,266,133,1,tfidf+bert,2,1,0.9781772425415427,True
267,267,134,0,tfidf+bert,2,1,0.5907079879244045,False
268,268,134,1,tfidf+bert,2,1,0.959130566785859,True
269,269,135,0,tfidf+bert,2,0,0.01569955609026081,True
270,270,135,1,tfidf+bert,2,1,0.9929346946108575,True
271,271,136,0,tfidf+bert,2,0,0.0719325832285411,True
272,272,136,1,tfidf+bert,2,1,0.8515123988118605,True
273,273,137,0,tfidf+bert,2,0,0.00818984816675641,True
274,274,137,1,tfidf+bert,2,1,0.8467771975581158,True
275,275,138,0,tfidf+bert,2,0,0.025806829997100145,True
276,276,138,1,tfidf+bert,2,1,0.9622215120955656,True
277,277,139,0,tfidf+bert,2,0,0.0019122570887462587,True
278,278,139,1,tfidf+bert,2,1,0.9797864537309765,True
279,279,140,0,tfidf+bert,2,0,0.051114478493434076,True
280,280,140,1,tfidf+bert,2,1,0.7930536100297174,True
281,281,141,0,tfidf+bert,2,0,0.0591376531457425,True
282,282,141,1,tfidf+bert,2,1,0.982263488037275,True
283,283,142,0,tfidf+bert,2,0,0.19111086835884275,True
284,284,142,1,tfidf+bert,2,1,0.9981141615784892,True
285,285,143,0,tfidf+bert,2,0,0.017768916640360094,True
286,286,143,1,tfidf+bert,2,1,0.9966563772953222,True
287,287,144,0,tfidf+bert,2,0,0.0021956923218479085,True
288,288,144,1,tfidf+bert,2,1,0.9094265539072582,True
289,289,145,0,tfidf+bert,2,0,0.04620636494911406,True
290,290,145,1,tfidf+bert,2,1,0.9977330636687372,True
291,291,146,0,tfidf+bert,2,1,0.793332808981783,False
292,292,146,1,tfidf+bert,2,1,0.8835642310790685,True
293,293,147,0,tfidf+bert,2,0,0.21256450296196946,True
294,294,147,1,tfidf+bert,2,1,0.9684429496989737,True
295,295,148,0,tfidf+bert,2,0,0.003661521308828495,True
296,296,148,1,tfidf+bert,2,1,0.5906732303664006,True
297,297,149,0,tfidf+bert,2,0,0.019489990464766994,True
298,298,149,1,tfidf+bert,2,1,0.9173924868862173,True
299,299,150,0,tfidf+bert,2,0,0.001511211464710226,True
300,300,150,1,tfidf+bert,2,1,0.9902761505871638,True
301,301,151,0,tfidf+bert,2,0,0.12013025063258771,True
302,302,151,1,tfidf+bert,2,1,0.9663270817148621,True
303,303,152,0,tfidf+bert,2,0,0.003959826541704088,True
304,304,152,1,tfidf+bert,2,1,0.840985488294918,True
305,305,153,0,tfidf+bert,2,0,0.013169424830474627,True
306,306,153,1,tfidf+bert,2,1,0.9974275852983331,True
307,307,154,0,tfidf+bert,2,0,0.06466612180546989,True
308,308,154,1,tfidf+bert,2,1,0.9984899581325821,True
309,309,155,0,tfidf+bert,2,0,0.0010613984755529064,True
310,310,155,1,tfidf+bert,2,1,0.9975768603128066,True
311,311,156,0,tfidf+bert,2,0,0.004336806356696888,True
312,312,156,1,tfidf+bert,2,1,0.9995034299156597,True
313,313,157,0,tfidf+bert,2,0,0.008154711318360154,True
314,314,157,1,tfidf+bert,2,1,0.9441841778132932,True
315,315,158,0,tfidf+bert,2,0,0.00030040644407217446,True
316,316,158,1,tfidf+bert,2,1,0.9966549172708316,True
317,317,159,0,tfidf+bert,2,0,0.0009888124481918876,True
318,318,159,1,tfidf+bert,2,1,0.9997716576470447,True
319,319,160,0,tfidf+bert,2,0,0.06828212671642986,True
320,320,160,1,tfidf+bert,2,1,0.9977375356679564,True
321,321,161,0,tfidf+bert,2,0,0.0017270198105917287,True
322,322,161,1,tfidf+bert,2,1,0.9993557374478604,True
323,323,162,0,tfidf+bert,2,0,0.04435399766380053,True
324,324,162,1,tfidf+bert,2,1,0.9982498032645291,True
325,325,163,0,tfidf+bert,2,0,0.0014794523828490416,True
326,326,163,1,tfidf+bert,2,1,0.9604289041990628,True
327,327,164,0,tfidf+bert,2,0,0.006665294462778402,True
328,328,164,1,tfidf+bert,2,1,0.9951316353681179,True
329,329,165,0,tfidf+bert,2,0,0.11117996864372427,True
330,330,165,1,tfidf+bert,2,1,0.9923520086069263,True
331,331,166,0,tfidf+bert,2,0,0.004682150893168702,True
332,332,166,1,tfidf+bert,2,1,0.7052058512865563,True
333,333,167,0,tfidf+bert,2,0,0.09389246477338192,True
334,334,167,1,tfidf+bert,2,1,0.9607251807190074,True
335,335,168,0,tfidf+bert,2,0,0.004114458784761817,True
336,336,168,1,tfidf+bert,2,1,0.9941844467263533,True
337,337,169,0,tfidf+bert,2,0,0.001202851364104331,True
338,338,169,1,tfidf+bert,2,1,0.9960037934094683,True
339,339,170,0,tfidf+bert,2,0,0.000788135655713567,True
340,340,170,1,tfidf+bert,2,1,0.9967018869026099,True
341,341,171,0,tfidf+bert,2,0,0.012043265164281296,True
342,342,171,1,tfidf+bert,2,1,0.992879886211041,True
343,343,172,0,tfidf+bert,2,0,0.0030970341202962784,True
344,344,172,1,tfidf+bert,2,1,0.8024366812917132,True
345,345,173,0,tfidf+bert,2,0,0.0022181332332654805,True
346,346,173,1,tfidf+bert,2,1,0.9938134232899334,True
347,347,174,0,tfidf+bert,2,0,0.014493567423514707,True
348,348,174,1,tfidf+bert,2,1,0.9852472767824874,True
349,349,175,0,tfidf+bert,2,0,0.007171093045425065,True
350,350,175,1,tfidf+bert,2,1,0.9556256329630154,True
351,351,176,0,tfidf+bert,2,0,0.005627275131401473,True
352,352,176,1,tfidf+bert,2,1,0.9912736202066338,True
353,353,177,0,tfidf+bert,2,0,0.04473480161010719,True
354,354,177,1,tfidf+bert,2,1,0.8141870028977091,True
355,355,178,0,tfidf+bert,2,0,0.008242181326693781,True
356,356,178,1,tfidf+bert,2,1,0.9916211864356379,True
357,357,179,0,tfidf+bert,2,0,0.14863994930421867,True
358,358,179,1,tfidf+bert,2,1,0.9734144442948377,True
359,359,180,0,tfidf+bert,2,0,0.002097911275161202,True
360,360,180,1,tfidf+bert,2,1,0.9781131168874985,True
361,361,181,0,tfidf+bert,2,0,0.0023689100609611134,True
362,362,181,1,tfidf+bert,2,1,0.9974813366997507,True
363,363,182,0,tfidf+bert,2,0,0.000439324569735305,True
364,364,182,1,tfidf+bert,2,1,0.9942313866072873,True
365,365,183,0,tfidf+bert,2,0,0.000962979719257018,True
366,366,183,1,tfidf+bert,2,0,0.21420787744170863,False
367,367,184,0,tfidf+bert,2,0,0.00014176495587598699,True
368,368,184,1,tfidf+bert,2,1,0.7807713432658433,True
369,369,185,0,tfidf+bert,2,0,0.1038325286438015,True
370,370,185,1,tfidf+bert,2,1,0.945633643423898,True
371,371,186,0,tfidf+bert,2,1,0.6781166731096776,False
372,372,186,1,tfidf+bert,2,1,0.9889418290231434,True
373,373,187,0,tfidf+bert,2,0,0.016564820157933723,True
374,374,187,1,tfidf+bert,2,1,0.9996696775207695,True
375,375,188,0,tfidf+bert,2,0,0.0032844033565717643,True
376,376,188,1,tfidf+bert,2,1,0.9987429753128355,True
377,377,189,0,tfidf+bert,2,0,0.0029048712664358246,True
378,378,189,1,tfidf+bert,2,1,0.9789441926057281,True
379,379,190,0,tfidf+bert,2,0,0.0025904178024082204,True
380,380,190,1,tfidf+bert,2,1,0.9661757820393796,True
381,381,191,0,tfidf+bert,2,0,0.02633863426968766,True
382,382,191,1,tfidf+bert,2,1,0.9450972309921535,True
383,383,192,0,tfidf+bert,2,0,0.0188841409044317,True
384,384,192,1,tfidf+bert,2,1,0.9970484875263462,True
385,385,193,0,tfidf+bert,2,0,0.0036520426416047098,True
386,386,193,1,tfidf+bert,2,1,0.9969237805624833,True
387,387,194,0,tfidf+bert,2,0,0.003297212446005021,True
388,388,194,1,tfidf+bert,2,1,0.842480385038884,True
389,389,195,0,tfidf+bert,2,0,0.020223835587021836,True
390,390,195,1,tfidf+bert,2,1,0.9990001049168866,True
391,391,196,0,tfidf+bert,2,0,0.008174471842911705,True
392,392,196,1,tfidf+bert,2,1,0.9947989472990028,True
393,393,197,0,tfidf+bert,2,0,0.013629010692406058,True
394,394,197,1,tfidf+bert,2,1,0.9804362067907194,True
395,395,198,0,tfidf+bert,2,0,0.004408243786427859,True
396,396,198,1,tfidf+bert,2,1,0.9995870995569733,True
397,397,199,0,tfidf+bert,2,0,0.025356271183623796,True
398,398,199,1,tfidf+bert,2,1,0.8751556854247605,True
399,399,200,0,tfidf+bert,2,0,0.00013477185390531077,True
400,400,200,1,tfidf+bert,2,1,0.9977435274320852,True
401,401,201,0,tfidf+bert,2,0,0.024560437181878097,True
402,402,201,1,tfidf+bert,2,1,0.9920765389992261,True
403,403,202,0,tfidf+bert,2,0,0.0011954330074744148,True
404,404,202,1,tfidf+bert,2,1,0.6274515317025647,True
405,405,203,0,tfidf+bert,2,0,0.105743731985912,True
406,406,203,1,tfidf+bert,2,1,0.7598932946100405,True
407,407,204,0,tfidf+bert,2,0,0.37026132823072305,True
408,408,204,1,tfidf+bert,2,1,0.9933016128812,True
409,409,205,0,tfidf+bert,2,0,0.0006072813214980595,True
410,410,205,1,tfidf+bert,2,1,0.87365547722871,True
411,411,206,0,tfidf+bert,2,0,0.03032721802507952,True
412,412,206,1,tfidf+bert,2,1,0.9910130220538951,True
413,413,207,0,tfidf+bert,2,0,0.009074886282806805,True
414,414,207,1,tfidf+bert,2,1,0.7556646785125832,True
415,415,208,0,tfidf+bert,2,0,0.362721202913724,True
416,416,208,1,tfidf+bert,2,1,0.9875921070254131,True
417,417,209,0,tfidf+bert,2,0,0.004046176921380943,True
418,418,209,1,tfidf+bert,2,1,0.9989970321633503,True
419,419,210,0,tfidf+bert,2,0,0.025174704023944366,True
420,420,210,1,tfidf+bert,2,1,0.9686080232076201,True
421,421,211,0,tfidf+bert,2,0,0.0024794490242670392,True
422,422,211,1,tfidf+bert,2,1,0.9618661688502205,True
423,423,212,0,tfidf+bert,2,0,0.113704733634722,True
424,424,212,1,tfidf+bert,2,1,0.9586989135993729,True
425,425,213,0,tfidf+bert,2,0,0.2878738630850088,True
426,426,213,1,tfidf+bert,2,1,0.9999479059296539,True
427,427,214,0,tfidf+bert,2,0,6.490109527387232e-05,True
428,428,214,1,tfidf+bert,2,1,0.9953828976522429,True
429,429,215,0,tfidf+bert,2,0,0.0012164164426814027,True
430,430,215,1,tfidf+bert,2,0,0.43707580869094115,False
431,431,216,0,tfidf+bert,2,0,0.03868465536365254,True
432,432,216,1,tfidf+bert,2,1,0.9888523107660994,True
433,433,217,0,tfidf+bert,2,0,0.004281218144799584,True
434,434,217,1,tfidf+bert,2,1,0.9823681056660777,True
435,435,218,0,tfidf+bert,2,0,0.0023625780284262676,True
436,436,218,1,tfidf+bert,2,1,0.9146672636335721,True
437,437,219,0,tfidf+bert,2,0,0.012017198094575679,True
438,438,219,1,tfidf+bert,2,1,0.9484540540212955,True
439,439,220,0,tfidf+bert,2,1,0.5070339738392369,False
440,440,220,1,tfidf+bert,2,1,0.9986161685497917,True
441,441,221,0,tfidf+bert,2,0,0.004986977555586853,True
442,442,221,1,tfidf+bert,2,1,0.997308478390284,True
443,443,222,0,tfidf+bert,2,0,0.01517027129633279,True
444,444,222,1,tfidf+bert,2,1,0.9984538459614362,True
445,445,223,0,tfidf+bert,2,0,0.027697113278640217,True
446,446,223,1,tfidf+bert,2,1,0.9942851811976942,True
