doc_id,source_id,source,label_aktual_str,jenis_kesalahan_cat,kategori,cat_pred,cat_prob_AI,xgb_pred,xgb_prob_AI,rf_pred,rf_prob_AI,cuplikan_teks,text
news-1755-ai,1755,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.2133,0,0.465,0,0.4039,Kenangan tentang mantan pacar memang bisa menjadi sangat menggugah emosi. Seperti yang dialami oleh Jeon So Min saat ia harus menyelesaikan misi di variety show,"Kenangan tentang mantan pacar memang bisa menjadi sangat menggugah emosi. Seperti yang dialami oleh Jeon So Min saat ia harus menyelesaikan misi di variety show Running Man pada episode terbarunya yang tayang pada Minggu (8/11) kemarin. Jeon So Min tak kuasa menahan tangisnya saat salah satu misi yang harus ia dan para anggota Running Man selesaikan adalah menggambarkan kenangan pahit dan manis di masa lalu. Saat giliran So Min, ia memilih untuk menggambarkan tentang mantan pacarnya yang pernah sangat ia cintai. So Min mengaku bahwa meskipun sudah berpisah dengan mantan pacarnya itu, namun dirinya tak bisa menghapus hari-hari bahagia yang pernah ia lewati bersama sang mantan. So Min bahkan menunjukan foto kaus bertuliskan 'LOVE' yang dulu pernah dipakai oleh mantannya. ""Ketika menghapus foto kami dari sosmedku beberapa waktu lalu, aku merasa seakan aku merusak satu-satunya kenangan yang ada dengannya. Aku hanya menghapus foto dan menghilangkan satusekian memories dari hidupku. Tapi, aku masih mempertahankan piyama dan kaos yang pernah ia kenakan bahkan meskipun aku sudah mengizinkannya pergi,"" ucap So Min dengan suara terbata-bata. Hal itu membuat semua anggota Running Man bahkan pihak produksi yang ada di lokasi, serta para penonton di layar kaca ikut menyadari betapa pedihnya rasa kehilangan yang dirasakan So Min. Ada yang menghibur, ada yang mencoba memberikan tulisan 'You are brave enough to start loving again'. Meski begitu, So Min tetap terlihat terharu hingga tak bisa menahan tangis. Jeon So Min memang dikenal sebagai salah satu artis Korea Selatan yang sangat jujur tentang perasaannya. Tak heran kalau dia juga suka menangis di berbagai kesempatan. Bahkan, beberapa waktu lalu, So Min sempat menyebut kalau menjadi seorang artis adalah pekerjaan yang paling menyakitkan di dunia. ""Setiap hari pasti ada haters yang nge-bully di media sosial. Ada saja deh yang ngecapku gendut, jelek, nekat, atau tanpa gaya. Aku sih mengabaikan apa yang mereka katakan. Tapi, aku tak bisa menghindari perasaan sedihku yang muncul ketika aku membaca kata-kata kejam mereka,"" ungkap So Min. Namun, hingga kini So Min masih eksis sebagai artis yang dihormati di Korea Selatan. Bukan hanya karena bakat aktingnya, tapi juga karena kejujurannya mengenai perasaannya. Berbagai kenangan yang pernah ia miliki, baik manis ataupun pahit, akan selalu mendukung kisah hidupnya ke depan."
news-862-ai,862,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.2137,0,0.1452,0,0.389,"Hari Moekti Ingin Peti Matinya Diselimuti Bendera Ar-Rayah Hari Moekti, salah satu pelopor musik rock Indonesia, wafat pada Selasa (5/1) di Rumah Sakit Pondok I","Hari Moekti Ingin Peti Matinya Diselimuti Bendera Ar-Rayah Hari Moekti, salah satu pelopor musik rock Indonesia, wafat pada Selasa (5/1) di Rumah Sakit Pondok Indah, Jakarta Selatan. Namun, sebelum dimakamkan hari Kamis (7/1), ia meminta peti matinya diselimuti dengan bendera Ar-Rayah, bendera yang menjadi lambang Rasulullah SAW pada Perang Uhud. Bendera Ar-Rayah sejak lama dianggap sebagai salah satu simbol kejayaan Islam dan menjadi lambang pengorbanan umat Islam. Hari Moekti sendiri adalah seorang yang taat beragama Islam dan sudah lama menjalankan ibadah haji ke Tanah Suci. Tak heran jika ia berkeinginan untuk diselimuti dengan bendera yang merepresentasikan keyakinan dalam dirinya. Rencananya bendera Ar-Rayah tersebut akan disematkan di atas peti mati Hari Moekti saat prosesi pemakaman nanti. Keluarga dan rekan-rekan musisi dari berbagai generasi yang menggunakan ajang media sosialpun berduka atas kepergian musisi kelahiran Yogyakarta, 25 Oktober 1945 itu. ""Temen-temen rockers semua ikut berduka cita atas meninggalnya ya Hari Moekti, salah satu pelopor rock Indonesia sekaligus pemilik lagu keren seperti 'Kuda Hitam', 'Malam', dst. Smga tenang di sisi Allah SWT,"" ujar Ahmad Dhani di akun Twitter-nya, @AHMADDHANIPRAST. Meski telah tiada, karya-karya Hari Moekti dengan musik rock-nya tetap abadi serta dikenang oleh pencinta musik Indonesia. Di balik goyangannya yang enerjik saat tampil di atas panggung, Hari Moekti adalah seorang yang rendah hati dan selalu memberi teladan sebagai musisi Indonesia sejati. Hari Moekti menjadi salah satu pionir rock Indonesia dengan membentuk grup musik Koes Bersaudara pada tahun 1959 hingga 1968. Selanjutnya, ia bersolo karir. Pada era 1980-an, musik rock Indonesia kembali meraih popularitas bahkan diakui oleh kalangan internasional. Salah satu band rock di era itu yang menjadi unjuk gigi adalah BandMetallica yang sempat tampil di Jakarta pada 1993. Sebagai seorang musisi Indonesia sejati, Hari Moekti memiliki pengaruh besar dalam perkembangan musik rock Indonesia pada era 1970-an dan 1980-an. Kehadirannya sebagai pelopor rock di Indonesia tentunya memiliki pengaruh signifikan dalam dunia musik di Indonesia, terlebih bagi anak-anak muda keturunan Indonesia yang menyukai musik rock. Semoga Hari Moekti mendapat tempat yang layak di sisiNya dan meninggalkan warisan yang akan dikenang sepanjang masa. Selamat jalan, Maestro!"
news-1595-ai,1595,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.2156,0,0.2053,0,0.3125,"Sejak beberapa waktu yang lalu, nama 'Istri Iqbaal' ramai dibicarakan di media sosial. Siapa sebenarnya sosok Istri Iqbaal dan apa yang membuatnya viral? Beriku","Sejak beberapa waktu yang lalu, nama 'Istri Iqbaal' ramai dibicarakan di media sosial. Siapa sebenarnya sosok Istri Iqbaal dan apa yang membuatnya viral? Berikut adalah ulasannya. 'Istri Iqbaal' yang dimaksud adalah seorang wanita cantik bernama Nathalie Holscher. Belakangan ini, Nathalie sering muncul dalam unggahan Instagram Iqbaal Ramadhan, seorang aktor muda terkenal di Indonesia. Keduanya terlihat mesra dan sering melakukan kegiatan bersama. Kebersamaan Iqbaal dan Nathalie mulai terlihat sejak bulan Agustus tahun lalu. Saat itu, keduanya terlihat menghabiskan waktu bersama di Bali. Iqbaal sendiri mengunggah beberapa foto dan video mereka saat berada di pulau Dewata tersebut. Trending: Ada Apa dengan Merekam Video Porno? Kemudian, kebersamaan keduanya semakin sering muncul di media sosial. Mulai dari liburan bersama, makan malam bersama, hingga Nathalie hadir dalam acara premiere film yang dibintangi oleh Iqbaal. Tak heran jika kebersamaan keduanya kemudian menjadi sorotan publik. Berbagai spekulasi pun muncul, mulai dari hubungan persahabatan hingga hubungan spesial di antara mereka. Namun, Iqbaal dan Nathalie sendiri tidak pernah memberikan klarifikasi mengenai hubungan mereka. Selain kecantikannya, Nathalie juga diketahui seorang mahasiswa yang tengah menempuh pendidikan di Universitas Katolik Parahyangan, Bandung. Ia juga aktif di media sosial, khususnya Instagram, dengan nama @nathalieholscher. Meski belum ada konfirmasi resmi mengenai hubungan Iqbaal dan Nathalie, penggemar keduanya tetap mendukung hubungan mereka. Bahkan, beberapa fan page sudah dibuat untuk mendukung 'pasangan' ini. Trending: Istri Selingkuh, Pria Ini Renggut Nyawa Anaknya yang Berusia 4 Tahun Namun, di balik dukungan tersebut, ada pula komentar negatif yang muncul. Beberapa netizen mengecam Nathalie karena dianggap memanfaatkan popularitas Iqbaal untuk terkenal. Namun, banyak pula yang membela Nathalie dan mengingatkan agar tidak menghakimi seseorang tanpa alasan yang jelas. Akhir kata, kehadiran Nathalie Holscher sebagai 'Istri Iqbaal' memang membuat sensasi di media sosial belakangan ini. Namun, seperti yang telah disebutkan sebelumnya, belum ada konfirmasi resmi mengenai hubungan mereka. Kita tunggu saja kabar selanjutnya dari keduanya."
news-1392-ai,1392,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.2279,0,0.1292,0,0.4285,"Pasangan selebriti Baim Wong dan Paula Verhoeven terus menjadi sorotan publik sejak pertama kali mengumumkan hubungan mereka pada 2018. Semenjak saat itu, kedua","Pasangan selebriti Baim Wong dan Paula Verhoeven terus menjadi sorotan publik sejak pertama kali mengumumkan hubungan mereka pada 2018. Semenjak saat itu, keduanya kerap membagikan momen-momen kebersamaan di media sosial. Namun, baru-baru ini muncul kabar bahwa Paula sering kali merasa tidak yakin dengan hubungannya dengan Baim. Wanita berdarah Belanda-Indonesia tersebut bahkan mengaku sering berdoa agar keyakinannya dalam hubungan itu kembali menguat. ""Iya, aku doa tiap hari biar yakin lagi, dan setiap kali doa aku makin yakin lagi koq,"" tutur Paula dalam sebuah video yang dibagikan di akun Instagramnya, seperti dilansir dari berbagai sumber, Jumat (16/4). Hal itu diungkapkan Paula dalam sebuah vlog yang berisi kisah perjuangan pernikahannya dengan Baim yang baru saja dirilis di saluran YouTube Paula. Ia menjelaskan bahwa seiring berjalannya waktu, banyak orang yang mencoba memaksa dirinya untuk tidak merasa yakin dengan Baim. ""Seringkali aku merasa ini tuh susah ya, kayanya gak harus mempertahankan aja, tapi harus melawan banyak hal. Seringkali ada orang-orang yang coba ngasih insecure, coba ngasih pura-pura baik aja gitu,"" ujar Paula. Meski demikian, Paula bersyukur memiliki Baim yang selalu mendukung dan membantu dirinya. Ia juga merasa sangat bahagia saat bisa menjalani setiap hari bersama Baim. ""Beruntung punya Baim, punya partner kayak Baim yang selalu positive. Kalau aku baca chat Baim yang repost story aku atau post tentang aku, selalu memberikan semangat,"" jelas Paula. Mendengar kabar ini, publik merasa bahwa berdoa adalah salah satu cara efektif untuk menenangkan hati dan pikiran dalam situasi apapun. Banyak netizen dan fans pasangan tersebut yang memberikan dukungan melalui kolom komentar. ""Sangat menghargai sikap Paula, bahkan dalam sebuah hubungan harus sadar dan selalu berusaha untuk ingin tetap yakin dan positif. Semoga hubungannya terus kuat,"" tulis salah satu pengguna Instagram. ""Sangat inspiratif untuk lihat Paula dan Baim masih berusaha bersatu,"" tambahnya lagi. Semua orang pasti pernah merasakan ketidakpastian dalam hubungan yang dijalani. Namun, sikap positif dan keyakinan yang kuat seperti yang dimiliki Paula bisa menjadi salah satu kunci untuk mengatasi rasa tidak yakin tersebut. Semoga hubungan Baim Wong dan Paula Verhoeven selalu harmonis dan bahagia."
news-1573-ai,1573,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.2328,0,0.2632,0,0.4116,Cristiano Ronaldo adalah pemain bintang tim nasional Portugal yang tak pernah habis memberikan kejutan. Tak sedikit keberhasilan di kancah internasional yang ia,"Cristiano Ronaldo adalah pemain bintang tim nasional Portugal yang tak pernah habis memberikan kejutan. Tak sedikit keberhasilan di kancah internasional yang ia raih berkat performanya yang begitu menawan. Namun, di Piala Dunia 2018 ini, gelandang mediapun ikut membuka peluang menghasilkan gol, selain dari Ronaldo. Dalam kurun waktu tiga tahun terakhir, banyak dimuat berita bahwa tim nasional Portugal over-reliant kepada Ronaldo. Tapi, setelah beberapa pertandingan, keadaan itu kian memudar. Memang menjadi kenyataan bahwa Ronaldo masih menjadi mesin gol dari tim nasional Portuga, tapi kini sang pemain bintang memiliki teman semenjana yang mendukung perjuangannya. Gelandang Bernardo Silva adalah salah satu pemain yang mendukung performa Ronaldo di Piala Dunia 2018 ini. Dilansir dari Sportskeeda, Bernardo Silva menyatakan bahwa tim nasional Portugal tidak hanya bergantung kepada Ronaldo saja, ia memiliki pemain-pemain luar biasa dan semuanya bersama-sama bekerja keras agar dapat meraih hasil yang terbaik. ""Saat ini, kami memiliki pemain-pemain yang luar biasa seperti Cristiano Ronaldo, Renato Sanches, dan Ricardo Quaresma, jadi kami tidak hanya bergantung pada satu pemain,"" ucap Bernardo Silva dalam wawancara singkat dengan MediaPort. Kenyataannya, serangan yang membahayakan juga muncul dari kaki gelandang Andre Silva saat Portugal menghadapi Maroko pada laga kedua Grup B, Kamis (21/6) kemarin. Saat Ronaldo gagal menjebol gawang lawan pada menit ke-4, Andre Silva mampu mengubah papan skor pada menit ke-4 melalui sundulan ke gawang Maroko. Ia juga menjadi pengatur serangan di lini tengah dan membuat beberapa peluang tercipta. Andre Silva menjadi salah satu pemain yang memiliki kecepatan luar biasa di lini depan. Bahkan, ia sempat memperkuat Rossoneri AC Milan saat musim lalu. Duet dengan Ronaldo dalam penyerangan, sepertinya akan membuat Tim Nasional Portugal kian diperhitungkan dalam turnamen Piala Dunia 2018. Tak hanya Andre Silva, gelandang lainnya, Goncalo Guedes juga tak kalah mampu membantu sang kapten dalam mengemas gol. Goncalo Guedes membuktikan bahwa ia bisa menjadi pilihan yang baik bagi Fernando Santos, Pelatih Tim Nasional Portugal, saat Portugal menghadapi Aljazair pada minggu lalu. Guedes bahkan mampu membuka skor bagi tim nya di menit ke-17 setelah mendapat umpan dari mantan bintang Manchester United, Nani. Ia juga mampu mencetak satu gol lagi di menit ke-55 dan menjadi bintang dalam keberhasilan Portugal menang 3-0 atas Aljazair. Performa yang menjanjikan sudah diperlihatkan oleh pemain gelandang Tim Nasional Portugal. Oleh karena itu, diungkapkan bahwa mereka akan terus menanti gol Portugal selain dari Ronaldo. Dalam hal ini, Bernando Silva pun ikut memberikan pernyataan bahwa ada banyak pemain layak yang bisa menghasilkan gol, selain dari Ronaldo. Ada juga Guedes, Ricardo Quaresma, dan masih banyak lagi pemain yang mampu menjebol gawang lawan. Hal itu diungkapkannya dalam wawancara pada Laman MediaPort. Begitu pentingnya peran gelandang di Tim Nasional Portugal. Ronaldo bukan satu-satunya pemain hebat dalam tim. Adanya keberhasilan di Piala Dunia 2018 akan membutikan bahwa Portugal memiliki tim yang solid. Mourinho selaku mantan pelatih Chelsea, bahkan berharap bahwa Portugal dapat meraih sukses di Piala Dunia ini. ""Portugal memiliki skuad yang berbeda ketika sedikit dibandingkan dengan Euro lalu, mereka masih termasuk dalam satu tim besar yang dapat meraih sukses di Piala Dunia,"" ucap Mourinho pada Marca. Semoga keberhasilan dalam Piala Dunia 2018 ini bisa menjadi kebanggaan Portugal sebagai tim nasional. Kiprah Ronaldo yang mengawali turnamen dengan baik, terus dipupuk dengan kebersamaan yang baik antara pemain-pemain muda lainnya. Dan semoga tidak hanya Ronaldo yang sukses pada turnamen kali ini, namun juga tim nasional Portugal yang bisa meraih prestasi terbaik di Piala Dunia 2018."
news-795-ai,795,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.2609,0,0.3677,0,0.4826,"Tim nasional Arab Saudi menang atas Mesir dengan skor 2-1 di laga terakhir penyisihan Grup A Piala Dunia 2018 pada hari Senin (25/6) di Volgograd Arena, Rusia. ","Tim nasional Arab Saudi menang atas Mesir dengan skor 2-1 di laga terakhir penyisihan Grup A Piala Dunia 2018 pada hari Senin (25/6) di Volgograd Arena, Rusia. Dalam pertandingan ini, Mesir unggul lebih dulu melalui gol Mohamed Salah di menit ke-22. Namun Arab Saudi tak membiarkan keadaan berlarut-larut. Mereka berhasil menyamakan kedudukan melalui gol bunuh diri Ali Gabr pada menit ke-45+6. Ketika semua orang sudah menyangka pertandingan akan berakhir imbang, Arab Saudi berhasil mencetak gol kemenangan di menit ke-90+5' melalui sepakan tangan kanan Salem Al-Dawsari. Dengan kemenangan ini, Arab Saudi berhasil menempati posisi ketiga pada penyisihan Grup A dengan meraih tiga poin. Kemenangan ini menjadi yang kedua kali mereka di ajang Piala Dunia setelah sebelumnya mereka mengalahkan Tunisia pada tahun 2002. Sementara itu, Mesir harus pulang membawa kemenangan satu-satunya yang diraihnya dari Piala Dunia 2018 melawan Arab Saudi. Tim mereka sebelumnya kalah dari Uruguay dan Rusia. Namun, performa Mohamed Salah selaku pemain bintang Mesir tetap menunjukkan kehebatannya di ajang Piala Dunia ini. Salah berhasil mencetak dua gol sepanjang keikutsertaannya dalam Piala Dunia, meskipun timnya tak lolos ke babak selanjutnya. Selain itu, kemenangan Arab Saudi ini juga merupakan kemenangan untuk pelatih pemainnya, Juan Antonio Pizzi, yang baru menangani Arab Saudi pada awal tahun ini. Sebelumnya, Pizzi berhasil membawa timnas Chili meraih trofi Copa America pada tahun 2016. Meski hanya menempati posisi ketiga pada penyisihan grup dan tak lolos ke babak 16 besar, kemenangan ini tetap menjadi capaian positif bagi Arab Saudi di ajang Piala Dunia 2018. Mereka berhasil menunjukkan kualitas permainan yang baik dan memberikan semangat bagi fans mereka di seluruh dunia."
news-350-ai,350,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.2916,0,0.3136,0,0.2904,Kelompok Kriminal Bersenjata (KKB) kembali melakukan aksi kekerasan di Papua. Setelah menembak jatuh pesawat Caravan Grand C208 milik PT. Airfast Indonesia di D,"Kelompok Kriminal Bersenjata (KKB) kembali melakukan aksi kekerasan di Papua. Setelah menembak jatuh pesawat Caravan Grand C208 milik PT. Airfast Indonesia di Distrik Beoga, Kabupaten Puncak pada Sabtu (10/4) lalu, KKB kembali bertindak brutal dengan menembak warga sipil di daerah itu. Menurut keterangan dari Kapolres Puncak, AKBP Yosep Dedy Gumara, kejadian itu terjadi Sabtu (10/4) malam sekitar pukul 20.30 WIT. Saat itu, ada sekitar enam orang anggota KKB yang menargetkan sebuah truk yang melintas di jalan raya. Setelah truk itu berhenti, KKB langsung menyerang sopir dan penumpangnya dengan senjata api. ""Tiga orang ditemukan meninggal dunia akibat tertembak oleh KKB,"" ujar Gumara dalam siaran persnya yang dikutip, Minggu (11/4). Tiga korban tersebut diketahui bernama Ahmad Yani (45), Yonathan Marthen Taplo (26), dan Dodi (27). Semua korban merupakan warga asli Papua yang tinggal di wilayah itu. ""Sedangkan tiga orang lainnya, Karel Marthen Taplo (20), Petrus Boyen (20), dan Henri Ibe (26) mengalami luka-luka dan telah mendapat perawatan di rumah sakit,"" tambah Kapolres. Polisi pun telah melakukan pengejaran terhadap para pelaku. Namun, hingga saat ini belum ada kepastian mengenai identitas pelaku. Kapolda Papua, Irjen Pol. Mathius D. Fakhiri, mengutuk keras aksi kekerasan yang dilakukan oleh KKB. Dia meminta seluruh elemen masyarakat dan pihak terkait untuk bekerja sama dalam memberikan informasi guna mengungkap pelaku. ""Saya yakin polisi dan TNI akan segera menemukan pelaku dan membawa mereka ke pengadilan,"" ujar Fakhiri. Perlu diketahui, Puncak merupakan salah satu wilayah di Provinsi Papua yang rawan terkena aksi kekerasan yang dilakukan oleh KKB. Sebelumnya, pada Desember 2020, KKB juga menyerang dan menembak mati dua anggota TNI di Distrik Tingginambut."
news-2016-ai,2016,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.3131,0,0.3547,0,0.383,"Impor Indonesia pada bulan Mei 2018 naik sebesar 28 persen menjadi US$17,64 miliar, dibandingkan dengan periode yang sama tahun lalu, menurut data yang dikeluar","Impor Indonesia pada bulan Mei 2018 naik sebesar 28 persen menjadi US$17,64 miliar, dibandingkan dengan periode yang sama tahun lalu, menurut data yang dikeluarkan oleh Badan Pusat Statistik (BPS) pada hari Jumat (15/06). BPS mencatat bahwa kenaikan impor ini terutama dipengaruhi oleh naiknya impor minyak mentah sebesar 57,6 persen menjadi US$2,63 miliar, dibandingkan dengan periode yang sama tahun lalu. Impor sektor tambang dan bahan-bahan kimia juga melonjak pada bulan Mei 2018, serta importasi mesin dan peralatan listrik menunjukkan peningkatan sebesar 39,35 persen menjadi US$2,37 miliar. Namun, menurut BPS, impor bahan konsumsi dan barang modal membuat kontribusi terbesar pada total impor pada bulan Mei 2018, masing-masing mencapai US$4,63 miliar dan US$3,71 miliar. Sama seperti sebelumnya, impor pangan pada bulan Mei 2018 menunjukkan penurunan, mencapai US$1,27 miliar dibandingkan dengan US$1,56 miliar pada periode yang sama tahun lalu. Dalam perioda lima bulan pertama tahun ini, total impor Indonesia dipegang pada angka US$82,31 miliar atau meningkat 22,11 persen jika dibandingkan dengan periode yang sama tahun lalu. Berdasarkan catatan BPS, impor barang konsumsi sebesar US$21,97 miliar, sementara impor barang modal mencapai US$18,37 miliar. Impor sektor migas menunjukkan peningkatan sebesar 37,13 persen menjadi US$8,15 miliar atau setara dengan 9,9 persen dari total impor Indonesia selama periode Januari hingga Mei 2018. Dalam hal sumber impor, China masih menjadi penyumbang terbesar impor Indonesia yang menyumbang 23,42 persen, diikuti oleh Jepang dengan 11,82 persen. Negara-negara seperti Korea Selatan, Thailand, dan Amerika Serikat juga menyumbangkan sebagian besar impor Indonesia. Angka impor bulan Mei ini menimbulkan ketakutan para ekonom soal defisit neraca perdagangan Indonesia yang dapat melebar. Dalam kunjungannya ke Indonesia, Managing Director IMF, Christine Lagarde menyatakan bahwa Indonesia masih perlu meningkatkan daya saing di kancah global dan meningkatkan lewat perekonomian domestik. Ia pun senada dengan Bank Dunia, bahwa Indonesia perlu menyesuaikan dengan situasi global yang berubah cepat dan menjadikan pemulihan ekonomi global agar tetap jadi prioritas. Meski ekonomi Indonesia tumbuh lebih dari 5 persen selama beberapa quarter terakhir, namun ekonomi baru merintis jalannya keluar dari seluruh balapan regional, sumber daya alam dan infrastruktur yang kurang menunjukkan bahwa dimasa depan pertumbuhan ekonomi Indonesia akan turun pesat."
news-134-ai,134,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.3176,0,0.1981,0,0.4016,"Bagi pecinta travelling, salah satu destinasi yang menarik untuk dikunjungi adalah Stalin Bunker di Samara, Rusia. Tidak hanya menawarkan arsitektur yang unik, ","Bagi pecinta travelling, salah satu destinasi yang menarik untuk dikunjungi adalah Stalin Bunker di Samara, Rusia. Tidak hanya menawarkan arsitektur yang unik, bunker ini juga menjadi tempat uji nyali bagi para pengunjung yang berani. Bunker itu dibangun pada masa-masa perang dingin ketika Uni Soviet masih menjadi negara superpower. Samara dipilih sebagai lokasi bangunan itu karena wilayah ini terletak di jantung negara itu, tidak jauh dari ibukotanya, Moskow. Stalin Bunker atau yang dikenal dengan nama resmi Objects 271 menjadi markas strategis pada masa Uni Soviet berada dalam ancaman perang nuklir oleh Amerika Serikat. Di bawah tanah bunker ini, terdapat ruangan kontrol nuklir, kantor yang terhubung dengan telepon langsung ke Kremlin, ruang makan dan bahkan kamar mandi lengkap dengan alat pemadam api. Kini, bunker ini dibuka untuk para pengunjung yang ingin merasakan atmosfer masa lalu dan uji nyali di dalamnya. Ada beberapa opsi paket tour yang dapat dipilih, mulai dari hanya sekedar berjalan-jalan, hingga mengikuti program seperti simulasi perang nuklir. Namun, tampaknya bagian paling menarik bagi pengunjung adalah menguji ketahanan psikologis di dalamnya, terutama ketika mengunjunginya pada malam hari. Bayangkan berjalan melalui lorong kecil di dalam bunker yang gelap gulita, sementara suara-suara aneh mengisi ruangan. Perjalanan di dalamnya memang akan sangat menyeramkan, terutama mengingat suasana dan sejarah yang melekat pada tempat ini. Namun, bagi sebagian orang, hal itu adalah awal yang sempurna untuk menciptakan suatu pengalaman yang berbeda dan mengesankan. Bagi yang suka mencoba sesuatu yang berbeda dan menguji keberanian, Stalin Bunker bisa menjadi pilihan yang tepat. Tentu saja, sebuah tempat persemayaman siluman ini hanya cocok bagi mereka yang mempunyai keberanian dan ketahanan psikologis yang cukup, jangan sampai terperangkap didalamnya nantinya.------------------------------------------------------------------ Isi artikel sudah mencukupi, dan bagi Anda yang ingin melakukanya, disarankan untuk mempersiapkan diri dengan baik. Sebab, uji nyali yang dilakukan di dalam tempat seperti ini memang sangat menantang. Tertarik mencoba? Yuk, kita berani uji nyali di Stalin Bunker Samara Rusia, berani?"
news-1681-ai,1681,id_newspapers_2018,AI,FN (AI dikira manusia),sulit (semua model salah),0,0.3478,0,0.1524,0,0.2804,"Menteri Koordinator Bidang Politik, Hukum, dan Keamanan Wiranto menegaskan bahwa pemerintah tidak memiliki niat untuk melakukan rekayasa saat mengangkat Plt. Gu","Menteri Koordinator Bidang Politik, Hukum, dan Keamanan Wiranto menegaskan bahwa pemerintah tidak memiliki niat untuk melakukan rekayasa saat mengangkat Plt. Gubernur Jawa Barat menggantikan Ridwan Kamil yang maju dalam Pilpres 2019. Hal ini disampaikan Wiranto dalam acara pembukaan seminar nasional santri periode ke-IV di Islamic Centre, Kabupaten Aceh Besar, Sabtu (31/8). ""Iya kita sudah angkat Plt. Gubernur (Jawa Barat) bukan untuk rekayasa, tapi memang sudah ada mekanisme,"" kata Wiranto yang dikutip dari Antara. Lebih lanjut, Wiranto menjelaskan bahwa pengangkatan Plt. Gubernur adalah hal yang lazim dilakukan jika Gubernur berhalangan sementara melakukan tugasnya. ""Ketika Gubernur berhak cuti, sakit, atau any reason, maka yang ditunjuk adalah wakil gubernur. Nah kalau wakil gubernur juga cuti, sakit atau any reason, maka yang diangkat adalah Plt. Gubernur,"" terangnya. Wiranto juga menyatakan bahwa proses pengangkatan Plt. Gubernur Jawa Barat sudah melalui mekanisme yang sesuai dengan hukum dan peraturan yang berlaku. ""Hal itu sudah menjadi kewajiban kita semua untuk membangun dan menjaga kehidupan masyarakat yang damai dan sejahtera,"" ujarnya. Sebagai informasi, Plt. Gubernur Jawa Barat saat ini dijabat oleh Sekretaris Daerah Provinsi Jawa Barat Iwa Karniwa. Ia dilantik pada 30 Agustus 2019 dan akan menjabat hingga Ridwan Kamil kembali dari cuti kampanye setelah Pilpres 2019. Pengangkatan Iwa Karniwa sebagai Plt. Gubernur Jawa Barat sempat menjadi perbincangan di masyarakat. Namun, Wiranto menegaskan bahwa proses pengangkatannya sudah sesuai dengan mekanisme yang berlaku dan bukan untuk tujuan tertentu."
