id,source,title,label_aktual_str,jenis_kesalahan_cat,kategori,cat_pred,cat_prob_AI,xgb_pred,xgb_prob_AI,rf_pred,rf_prob_AI,cuplikan_teks,text
171,Kompas,"Kasus Pengadaan Lahan Bandara Bobong, Eks Bupati Sula Didakwa Rugikan Negara Rp 3,4 Miliar",AI,FN (AI dikira manusia),tertolong RF saja,0,0.2794,0,0.3554,1,0.5353,"JAKARTA - Mantan Bupati Kepulauan Sula, Ahmad Hidayat Mus, kembali diseret ke meja hijau atas dugaan penyimpangan pengadaan lahan untuk pembangunan Bandara Bobo","JAKARTA - Mantan Bupati Kepulauan Sula, Ahmad Hidayat Mus, kembali diseret ke meja hijau atas dugaan penyimpangan pengadaan lahan untuk pembangunan Bandara Bobong. Perkara ini menjadi sorotan karena melibatkan pejabat daerah yang pernah memegang kendali penuh atas anggaran kabupaten. Dalam persidangan yang digelar di Pengadilan Tindak Pidana Korupsi, penuntut umum menegaskan bahwa terdakwa diduga memperkaya diri sendiri dan sejumlah pihak lain dengan memanfaatkan proses pembebasan tanah pada tahun anggaran 2009. Menurut jaksa, total kerugian keuangan negara akibat perbuatan tersebut ditaksir mencapai miliaran rupiah, sebuah angka yang dinilai sangat besar bagi daerah yang tengah membutuhkan percepatan pembangunan. Modus yang diuraikan dalam dakwaan berkisar pada penetapan harga tanah yang tidak wajar serta pengaturan pencairan dana yang tidak sesuai prosedur. Penetapan harga per meter persegi disebut dilakukan secara sepihak tanpa melibatkan pemilik lahan yang sesungguhnya, sehingga selisih harga mengalir ke pihak-pihak tertentu. Jaksa memaparkan bahwa pertemuan-pertemuan tertutup diduga menjadi tempat kesepakatan harga dibuat, jauh sebelum proses administrasi resmi berjalan. Dari situ, sejumlah aliran dana kemudian ditelusuri hingga ke rekening pribadi maupun perantara. Selain penetapan harga, proses pencairan anggaran juga dinilai penuh kejanggalan. Pencairan yang dilakukan secara bertahap disebut disertai instruksi lisan agar sebagian dana dialihkan ke sejumlah rekening yang tidak berkaitan langsung dengan pengadaan tanah. Praktik semacam ini, menurut penuntut, memperlihatkan adanya niat untuk mengaburkan jejak penggunaan uang negara. Terdakwa dijerat dengan pasal tindak pidana korupsi yang mengatur perbuatan memperkaya diri sendiri atau orang lain yang merugikan keuangan negara. Ancaman hukuman yang membayangi tidak ringan, mulai dari pidana penjara dalam jangka waktu tertentu hingga kewajiban mengganti kerugian negara. Penuntut umum juga menyatakan akan menghadirkan sejumlah saksi, termasuk pejabat bank daerah dan panitia pengadaan tanah, untuk memperkuat dakwaan. Kasus ini menambah panjang daftar perkara korupsi yang berakar pada pengelolaan anggaran daerah yang lemah pengawasannya. Banyak pihak menilai lemahnya kontrol internal serta minimnya transparansi dalam proses pengadaan menjadi celah yang kerap dimanfaatkan oknum pejabat. Pengamat menilai perkara Bandara Bobong seharusnya menjadi pelajaran penting bagi pemerintah daerah lain agar memperketat mekanisme pengadaan dan pembebasan lahan. Sidang selanjutnya dijadwalkan mendengarkan keterangan saksi-saksi yang akan memberikan gambaran lebih rinci mengenai aliran dana dan mekanisme penetapan harga. Sementara itu, tim penasihat hukum terdakwa menyatakan akan mengajukan nota keberatan dan membantah seluruh tuduhan yang dialamatkan kepada kliennya. Publik pun menanti proses hukum yang berjalan hingga tuntas, dengan harapan penegakan hukum dapat memberikan keadilan sekaligus mengembalikan kerugian yang telah ditanggung negara."
388,Kompas,"Jusuf Kalla: Target Atlet Indonesia Meleset, tetapi Meleset ke Atas",manusia,FP (manusia dikira AI),tertolong RF saja,1,0.5989,1,0.6961,0,0.3565,"Wakil Presiden Republik Indonesia, Jusuf Kalla, mengucapkan permohonan maaf kepada Presiden Republik Indonesia, Joko Widodo, atas melesetnya target yang Preside","Wakil Presiden Republik Indonesia, Jusuf Kalla, mengucapkan permohonan maaf kepada Presiden Republik Indonesia, Joko Widodo, atas melesetnya target yang Presiden berikan kepada kontingen Indonesia pada ajang Asian Para Games 2018. Hal itu disampaikan oleh Jusuf Kalla saat mendapat kesempatan untuk memberikan sambutan pada upacara penutupan Asian Para Games 2018 di Stadion Madya Gelora Bung Karno, Sabtu (13/9/2018). ""Kepada Bapak Presiden, kami ucapkan terima kasih dan permohonan maaf. Kami mohon maaf karena target yang Bapak Presiden berikan kepada kontingen Indonesia, yaitu 16 emas ternyata meleset,"" kata Jusuf Kalla. ""Namun, meleset ke atas! Atlet-atlet Indonesia berhasil mendapatkan total perolehan medali lebih dari 135, dengan rincian 37 emas, 47 perak, dan 51 Perunggu dan menempatkan Indonesia pada peringkat kelima, melebihi prestasi yang diperoleh pada dua Asian Para Games sebelumnya,"" ujarnya. juga memberikan apresiasi kepada semua pendukung ajang Asian Para Games 2018 yang digelar sejak 6-13 Oktober 2018. ""Atas suksesnya penyelenggaraan Asian Para Games 2018 ini, saya ingin menyampaikan ucapan selamat dan terima kasih kepada Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Puan Maharani serta Menteri Pemuda dan Olahraga Imam Nahrawi yang secara langsung ikut mempersiapkan dan mengawal pelaksanaan Asian Para Games 2018 ini,"" ujarnya. ""Atas nama pemerintah, saya juga menyampaikan selamat dan terima kasih kepada seluruh jajaran Asian Para Games 2018 Organizing Committee (Inapgoc) yang dipimpin oleh Saudara Raja Sapta Oktohari, yang sudah bekerja keras dengan penuh dedikasi dan ketulusan untuk mempersiapkan penyelenggaraan Asian Para Games 2018 ini,"" ucapnya. Selain itu, Jusuf Kalla tak lupa mengucapkan terima kasih kepada sponsor, 8.000 relawan, jurnalis, penonton, dan aparat keamaanan yang sudah memeriahkan jalannya ajang Asian Para Games 2018 ini."
3,Kompas,"""Flyover"" Manahan Solo Resmi Dioperasikan, Pesepeda, Truk dan Bus Dilarang Melintas",manusia,FP (manusia dikira AI),tertolong RF saja,1,0.7039,1,0.875,0,0.4496,"Pemerintah Kota (Pemkot) Surakarta secara resmi mengoperasikan jalan layang (flyover) Manahan, Solo, Jawa Tengah, Jumat (21/12/2018). Pengoperasian flyover Mana","Pemerintah Kota (Pemkot) Surakarta secara resmi mengoperasikan jalan layang (flyover) Manahan, Solo, Jawa Tengah, Jumat (21/12/2018). Pengoperasian flyover Manahan tersebut sebagai upaya Pemkot Surakarta mengurai kamacetan sekaligus menyambut angkutan Natal 2018 dan Tahun Baru 2019. Kepala Bidang Lalu Lintas Dinas Perhubungan Kota Surakarta, Ari Wibowo mengatakan, meskipun jalan layang Manahan telah dibuka, ada beberapa kendaraan yang dilarang melintas. Hal ini untuk mengantisipasi kemacetan kendaraan di jalan layang Manahan. Adapun kendaraan yang tidak diperbolehkan melintas itu adalah truk dan bus, baik antar kota dalam provinsi (AKDP) maupun antar kota antar provinsi (AKAP). ""Kendaraan angkutan berat, baik truk maupun bus tidak diperbolehkan naik melintas di jalan layang,"" kata Ari ditemui di Solo, Jawa Tengah, Jumat. Selain itu, kata Ari, pesepeda juga dilarang untuk melintas di flyover Manahan. Pihaknya akan menunggu kajian lebih dahulu dari Wali Kota Surakarta dan Dinas Pekerjaan Umum dan Penataan Ruang Kota Surakarta. pesepeda dan pejalan kaki akan dibuatkan jalan khusus di kawasan tersebut. ""Sudah kita pasang rambu larangan pesepeda dan pejalan kaki naik ke atas (flyover),"" kata dia. Sementara untuk mengatasi penumpukan kendaraan di Jalan dr Moewardi, pedagang kaki lima (PKL) yang setiap sore berjualan di trotoar kawasan tersebut dipindahkan ke sisi selatan Lapangan Kottabarat. ""PKL Jalan dr Moewardi sisi timur akan dipindah ke area parkir sisi selatan Lapangan Kottabarat. Supaya tidak menimbulkan kemacetan di kawasan tersebut,"" ungkapnya. PKL dipindahkan Wali Kota Surakarta FX Hadi Rudyatmo mengatakan, semua PKL di Jalan dr Moewardi di sisi timur dipindahkan ke dalam Lapangan Kottabarat. Mereka menempati area parkir sisi selatan Lapangan Kottabarat. Jika PKL ini tidak dimasukkan ke area parkir sisi selatan Lapangan Kottabarat justru akan menimbulkan kemacetan di kawasan tersebut. Sebab, PKL ini berjualan mulai dari sore hingga malam. ""PKL kita masukkan ke area parkir sisi selatan Lapangan Kottabarat. Mereka memasang tenda sendiri di sana,"" katanya. memindahkan PKL ke area parkir selatan Lapangan Kottabarat, pihaknya juga akan mengurangi trotoar di jalan tersebut. Hal itu agar kendaraan dari arah utara yang belok kiri di perempatan Kottabarat tidak terlalu berada di tengah jalan. ""Trotoar Jalan dr Moewardi ini nanti bisa dikurangi sehingga kendaraan saat manuver di sini tidak terlalu di tengah,"" imbuhnya."
39,Kompas,"Bertemu Prabowo, SBY Beri Pandangan soal Masa Awal Kampanye",manusia,FP (manusia dikira AI),tertolong RF saja,1,0.7218,1,0.7737,0,0.4574,Ketua Umum Partai Demokrat Susilo Bambang Yudhoyono (SBY) menyampaikan pandangannya terkait dinamika yang terjadi selama tiga bulan masa awal kampanye Pilpres 2,"Ketua Umum Partai Demokrat Susilo Bambang Yudhoyono (SBY) menyampaikan pandangannya terkait dinamika yang terjadi selama tiga bulan masa awal kampanye Pilpres 2019. Pandangan itu ia sampaikan saat bertemu calon presiden nomor urut 02 Prabowo Subianto, di kediaman pribadinya, kawasan Mega Kuningan, Jakarta Selatan, Jumat (21/12/2018). Menurut SBY, selama masa awal kampanye tidak terlalu banyak ruang bagi masyarakat untuk mengetahui visi misi, program dan kebijakan para capres. ""Saya sampaikan ke Pak Prabowo tadi dan beliau juga setuju, terus terang kalau saya amati tiga bulan yang baru saja kita lewati dalam konteks pilpres tidak terlalu banyak ruang bagi rakyat untuk bisa mendengarkan apa yang akan dilakukan oleh para capres kita,"" ujar SBY saat memberikan keterangan seusai pertemuan. menilai, yang mengemuka dalam pemberitaan media massa justru lebih banyak pernyataan yang saling menyerang pribadi para capres. Di sisi lain, konten visi misi dan program para capres dinilai belum memadai. Padahal, kata SBY, masyarakat menunggu rencana dari masing-masing capres terkait peningkatan kesejahteraan dan sektor ekonomi. ""Kalau ada konten visi misi program dan kebijakan oleh rakyat dianggap belum memadai. Tentu ini menurut pandangan saya bertentangan dengan apa yang ditunggu oleh rakyat,"" kata SBY. tapi Demokrat Juga Sukses di Parlemen Dalam pertemuan itu, SBY, Prabowo dan petinggi Partai Gerindra serta Demokrat menyepakati strategi kampanye jelang Pilpres 2019. Menurut SBY, mulai Januari hingga April 2019, Prabowo dan calon wakil presiden Sandiaga Uno akan fokus mengkampanyekan visi misi, program serta gagasan yang ditawarkan. ""Saya senang bahwa nanti mulai Januari ke depan, kampanye pilpres, dalam hal ini Pak Prabowo dan Pak Sandiaga Uno akan lebih fokus dan memang mengarah pada solusi atau jawaban terhadap apa yang diinginkan rakyat, persoalan apa yang dihadapi oleh rakyat kita sekarang ini,"" kata Presiden keenam RI itu."
197,Detik,Mesra-mesraan Prabowo-Titiek di Depan Relawan,manusia,FP (manusia dikira AI),tertolong XGB & RF,1,0.5452,0,0.4986,0,0.2499,"Momen kemesraan Prabowo-Titiek terlihat dalam acara pembekalan relawan Prabowo-Sandiaga yang digelar di Istora Senayan, Jakarta, Kamis (22/11/2018). Titiek, yan","Momen kemesraan Prabowo-Titiek terlihat dalam acara pembekalan relawan Prabowo-Sandiaga yang digelar di Istora Senayan, Jakarta, Kamis (22/11/2018). Titiek, yang mengenakan kemeja putih dan celana krem, membacakan ikrar sebagai perwakilan dari relawan Prabowo-Sandiaga. Ada tiga janji pada ikrar tersebut. Poin pertama berisi janji para relawan untuk setia kepada Pancasila, UUD 1945, dan NKRI. Setelah membacakan ikrar, ada kejadian menarik antara Titiek dan Prabowo, yang juga hadir dalam acara pembekalan relawan itu. Ketua Dewan Pembina Partai Berkarya itu turun dari panggung disambut oleh Prabowo, yang duduk di kursi bagian depan. Saat disambut itu, keduanya kemudian tampak bersalaman. Tak hanya bersalaman, Prabowo-Titiek juga cipika-cipiki (cium pipi kanan, cium pipi kiri). Sontak hal itu langsung disambut gegap gempita relawan yang menyaksikan aksi romantis tersebut. Kemesraan Prabowo-Titiek kembali terlihat pada tahun politik menjelang Pilpres 2019. Ini dimulai karena keduanya sama-sama mem-posting foto nostalgia kebersamaan mereka. Kemudian, Titiek juga ikut menemani Prabowo saat mendaftar capres ke KPU. Putri Presiden RI ke-2 Soeharto tersebut juga semakin kerap datang ke rumah Prabowo di Jalan Kertanegara, Jaksel, beberapa waktu belakangan ini. Titiek, yang masuk Badan Pemenangan Nasional (BPN) Prabowo-Sandiaga, juga diketahui sering datang ke rumah Prabowo. Keduanya pun sempat menghadiri peringatan HUT ke-73 RI di Universitas Bung Karno (UBK), Jl Kimia, Menteng, Jakarta Pusat, Jumat (17/8). Momen kemesraan Prabowo-Titiek juga terlihat di sana. Keduanya cipika-cipiki dan berpegangan tangan. Isu soal Prabowo-Titiek rujuk juga sempat berembus pada Pilpres 2014. Bahkan mereka sempat dikabarkan akan kembali menikah. Para pendukung dan orang-orang terdekat Prabowo pun banyak yang berharap keduanya kembali rujuk. ""Saya lihat ada getaran-getaran yang lain daripada yang lain pada hari itu. Dan itu kan hari kemerdekaan kita, jadi ya (Prabowo-Titiek rujuk) harapan kita semua,"" ucap Sandi soal kemesraan Prabowo-Titiek di UBK, Senin (20/8). Seperti diketahui, Titiek merupakan mantan istri Prabowo. Dari pernikahan keduanya, lahir seorang putra bernama Didiet Prabowo."
643,Detik,Warga Tangkap Buaya Sepanjang 3 Meter di Kebun Sawit di Jambi,manusia,FP (manusia dikira AI),tertolong XGB & RF,1,0.618,0,0.4343,0,0.4881,Buaya betina tersebut ditangkap warga setelah dikabarkan nyaris menerkam seorang pekerja kebun sawit. Buaya tersebut diketahui juga sedang bertelur. Proses pena,"Buaya betina tersebut ditangkap warga setelah dikabarkan nyaris menerkam seorang pekerja kebun sawit. Buaya tersebut diketahui juga sedang bertelur. Proses penangkapan buaya tersebut memakan cukup waktu karena berlokasi di lahan gambut dan rawa-rawa. Kepala Seksi Konservasi Wilayah III BKSDA Jambi Faried membenarkan penangkapan tersebut. Namun buaya tersebut belum diserahkan kepada pihak BKSDA Jambi. ""Ya memang benar ada penangkapan seekor buaya muara yang diamankan oleh warga. Hanya, setelah kita kerahkan tim ke lokasi, buaya itu sudah tidak ada lagi, yang ada hanya telur-telurnya saja,"" ujar Faried saat dimintai konfirmasi detikcom, Jumat (16/3/2018). Dia mengatakan saat ini petugas masih mencari keberadaan buaya tersebut. Buaya tersebut ditangkap warga Desa Catur Rahayu, Kelurahan Rantau Indah, Kecamatan Dendang, Kabupaten Tanjung Jabung Timur. ""Nanti kita akan coba koordinasi dengan warga sekitar apakah buaya masih diamankan atau sudah dilepaskan kembali,"" ujarnya. Faried mengatakan kawasan perkebunan sawit tersebut sebelumnya memang merupakan habitat buaya muara. Sebab, lokasi tersebut adalah wilayah perairan dan masih berupa rawa-rawa. ""Namun setelah semakin berkembangnya zaman, lokasi tempat habitat buaya sudah dihuni oleh masyarakat-masyarakat sehingga buaya itu terkadang ada ditemukan warga di dekat rumahnya ataupun di area perkebunan kelapa sawit yang masih memiliki area gambut dan rawa,"" tuturnya. Faried mengatakan buaya muara itu termasuk hewan yang dilindungi. Dia menduga buaya tersebut berada di area perkebunan karena air laut yang tengah pasang. ""Saya rasa, buaya muara yang terdampar dan ditemukan warga itu akibat dampak dari air pasang laut yang tinggi. Sehingga buaya muara itu terdampar ke area perkebunan masyarakat,"" jelasnya. ""Tetapi pada intinya, buaya-buaya muara yang berada di wilayah perairan di Kabupaten Tanjung Jabung Timur itu tidak pernah mau mengganggu masyarakat di sana. Hanya saja, karena buaya itu dalam keadaan bertelur maka sifat agresifnya semakin tinggi,"" sambung Faried. Faried mengimbau agar buaya muara tersebut segera diserahkan kepada pihak BKSDA Jambi. Buaya itu akan dievakuasi ke wilayah yang lebih aman. ""Apalagi buaya muara itu juga sedang bertelur, jadi bisa kita lakukan isolasi dan populasi buaya muara pun tidak berkurang dan dapat menghindari konflik antara manusia dan buaya,"" tukasnya."
152,Kompas,"Tolak Kerjakan PR, Bocah 9 Tahun Tewas Dipukuli Anggota Keluarganya",AI,FN (AI dikira manusia),tertolong XGBoost saja,0,0.2923,1,0.5671,0,0.4609,Seorang bocah berusia 9 tahun dilaporkan tewas setelah dipukuli oleh anggota keluarganya karena menolak mengerjakan pekerjaan rumah (PR). Peristiwa tersebut men,"Seorang bocah berusia 9 tahun dilaporkan tewas setelah dipukuli oleh anggota keluarganya karena menolak mengerjakan pekerjaan rumah (PR). Peristiwa tersebut menjadi perhatian dan ditindaklanjuti pihak kepolisian. Menurut pihak kepolisian, peristiwa tersebut bermula saat korban menolak mengerjakan PR. Aksi kekerasan kemudian terjadi hingga menyebabkan korban meninggal dunia. ""Peristiwa ini bermula saat korban menolak mengerjakan PR. Kami menindaklanjuti kejadian ini,"" ujar perwakilan kepolisian dalam keterangannya. Mereka menjelaskan bahwa penanganan kasus dilakukan untuk mengungkap kronologi kejadian. Menurut mereka, penyelidikan masih terus dilakukan. Polisi menekankan bahwa peristiwa tersebut merupakan tindak kekerasan. Menurut mereka, penanganan dilakukan sesuai dengan ketentuan. Mereka menyatakan bahwa pihak yang diduga terlibat menjalani pemeriksaan. Menurut polisi, pemeriksaan dilakukan untuk mengungkap kejadian. Polisi menjelaskan bahwa penanganan kasus dilakukan secara menyeluruh. Menurut mereka, seluruh fakta didalami untuk mengungkap kejadian. Mereka menekankan bahwa tindak kekerasan terhadap anak merupakan hal serius. Menurut polisi, penanganan dilakukan dengan berpedoman pada ketentuan. Polisi menyatakan akan terus mendalami kasus tersebut. Menurut mereka, penyelidikan dilakukan hingga kasus terungkap. Mereka mengimbau masyarakat untuk menghindari kekerasan dalam mendidik anak. Menurut polisi, kekerasan dapat menimbulkan dampak serius. Polisi berharap penanganan kasus tersebut dapat memberikan keadilan. Menurut mereka, penanganan dilakukan hingga tuntas."
18,Detik,"Update Corona Kabupaten Bogor: 27 Kasus Positif, PDP 367, ODP 382",AI,FN (AI dikira manusia),tertolong XGBoost saja,0,0.3566,1,0.564,0,0.3535,"Pemerintah Kabupaten Bogor merilis data terbaru terkait perkembangan penyebaran virus corona di wilayahnya. Berdasarkan data tersebut, tercatat sebanyak 27 kasu","Pemerintah Kabupaten Bogor merilis data terbaru terkait perkembangan penyebaran virus corona di wilayahnya. Berdasarkan data tersebut, tercatat sebanyak 27 kasus positif, 367 pasien dalam pengawasan (PDP), serta 382 orang dalam pemantauan (ODP). Angka tersebut menunjukkan bahwa penyebaran virus di wilayah Kabupaten Bogor masih perlu diwaspadai. Pemerintah setempat mengimbau masyarakat untuk tetap disiplin menjalankan protokol kesehatan guna menekan laju penularan. Menurut pihak berwenang, pemantauan terhadap para pasien dan warga yang berstatus dalam pengawasan terus dilakukan secara intensif. Langkah ini diambil untuk memastikan penanganan berjalan optimal serta mencegah meluasnya penularan. ""Kami terus memperbarui data setiap hari agar masyarakat memperoleh informasi yang akurat. Kedisiplinan warga sangat menentukan keberhasilan penanganan ini,"" ujar seorang pejabat setempat. Pemerintah daerah juga mengingatkan pentingnya menjaga jarak, mengenakan masker, serta rajin mencuci tangan. Upaya sederhana tersebut dinilai efektif dalam memutus rantai penyebaran virus. Selain itu, warga diimbau untuk segera melaporkan diri apabila mengalami gejala maupun memiliki riwayat kontak dengan pasien. Pelaporan yang cepat diharapkan dapat mempercepat proses penanganan. Pemerintah Kabupaten Bogor menyatakan akan terus berupaya maksimal dalam menangani pandemi. Kerja sama seluruh elemen masyarakat disebut menjadi kunci utama dalam menghadapi situasi yang penuh tantangan ini."
34,Kompas,"Dikalahkan Persela, Persekaba Badung Akui Kalah Kelas",AI,FN (AI dikira manusia),tertolong XGBoost saja,0,0.3832,1,0.5923,0,0.3541,Persekaba Badung mengakui kekalahan dari Persela setelah kalah dalam pertandingan yang berlangsung. Pihak Persekaba menyatakan bahwa lawan tampil lebih baik sep,"Persekaba Badung mengakui kekalahan dari Persela setelah kalah dalam pertandingan yang berlangsung. Pihak Persekaba menyatakan bahwa lawan tampil lebih baik sepanjang jalannya laga. Menurut perwakilan tim, Persela menunjukkan kualitas permainan yang lebih matang. Pengalaman serta kemampuan lawan disebut menjadi faktor yang menentukan hasil akhir pertandingan. ""Kami akui kalah kelas dari Persela. Mereka bermain lebih baik dan pantas meraih kemenangan,"" ujar perwakilan Persekaba Badung seusai pertandingan. Meski mengalami kekalahan, tim Persekaba tetap mengapresiasi perjuangan para pemainnya. Mereka menilai anak asuhnya telah berusaha maksimal meski hasil belum berpihak. Pihak tim menyatakan akan menjadikan kekalahan ini sebagai bahan evaluasi. Berbagai kekurangan yang terlihat dalam pertandingan akan diperbaiki demi persiapan laga berikutnya. Menurut mereka, pengalaman bertanding melawan tim yang lebih kuat menjadi pelajaran berharga. Hal tersebut dinilai penting untuk meningkatkan kualitas permainan tim ke depan. Tim Persekaba juga menyampaikan apresiasi kepada Persela atas kemenangan yang diraih. Mereka berharap dapat tampil lebih baik pada pertandingan-pertandingan selanjutnya. Para pemain diminta untuk tidak berkecil hati atas hasil tersebut. Semangat serta kerja keras disebut menjadi modal penting untuk bangkit di laga mendatang. Pihak tim menegaskan akan terus melakukan pembenahan demi meningkatkan performa. Mereka optimistis bahwa dengan kerja keras, tim dapat meraih hasil yang lebih baik ke depannya."
490,Kompas,"Bertemu Prabowo, Tokoh GNPF Tanyakan Sikap Koalisi soal Rekomendasi Ulama",manusia,FP (manusia dikira AI),tertolong XGBoost saja,1,0.5058,0,0.3001,1,0.5336,Ketua Umum Partai Gerindra Prabowo Subianto bertemu dengan sejumlah ulama dan tokoh dari Gerakan Nasional Pengawal Fatwa (GNPF) Ulama. Pertemuan tersebut digela,"Ketua Umum Partai Gerindra Prabowo Subianto bertemu dengan sejumlah ulama dan tokoh dari Gerakan Nasional Pengawal Fatwa (GNPF) Ulama. Pertemuan tersebut digelar di kediaman Prabowo, Jalan Kertanegara, Jakarta Selatan, Senin (6/8/2018) malam. Sekjen Partai Gerindra Ahmad Muzani menuturkan bahwa kedatangan para ulama dan tokoh GNPF bermaksud untuk menanyakan sikap Prabowo terkait hasil pertemuan para ulama GNPF. Adapun pertemuan ulama dan tokoh GNPF merekomendasikan Prabowo Subianto sebagai calon presiden dan Ketua Majelis Syuro PKS Salim Segaf Al Jufri atau Ustaz Abdul Somad sebagai calon wakil presiden. ""Pada prinsipnya Pak Prabowo sangat menghormati dan menghargai apa yang sudah dihasilkan oleh ijtima (pertemuan) ulama (GNPF),"" ujar Muzani seusai pertemuan. Muzani mengungkapkan, dalam pertemuan itu Prabowo menjelaskan bahwa dirinya sangat menghormati hasil rekomendasi para ulama GNPF. Namun, Prabowo belum mengambil sikap atas hasil rekomendasi itu. Muzani mengatakan, figur cawapres pendamping Prabowo masih harus dikonsultasikan dengan partai calon mitra koalisi, yakni PKS, PAN dan Demokrat. ""Kedatangan mereka untuk menanyakan bagaimana hasil pembicaraan dengan partai. Tadi Pak Prabowo menjelaskan bahwa pembicaraan sudah mulai dilakukan dan masih membutuhkan waktu kira-kira satu atau dua hari ini lagi,"" kata Muzani. ""Insya Allah pada waktu yang tepat beliau akan sampaikan apa hasil kesimpulannya,"" ucapnya. Tokoh dan pimpinan GNPF Ulama yang hadir antara lain Sekretaris Jenderal GNPF Ulama Muhammad Al Khaththath, Ketua Umum GNPF Ulama Yusuf Muhammad Martak, Ketua SC ijtima ulama Abdul Rasyid Abdullah Syafii dan ustaz Idrus Sambo. Saat meninggalkan kediamam Prabowo, Al Khaththath enggan memberikan keterangan terkait hasil pertemuan itu kepada wartawan yang menunggu di pintu gerbang. hanya mengatakan pertemuan itu merupakan silaturahim biasa. Setelah itu ia pergi meninggalkan rumah Prabowo dengan menumpangi sedan Nissan Teana berwarna putih. Sementara itu pimpinan Partai Gerindra yang hadir antara lain Sekretaris Jenderal Partai Gerindra Ahmad Muzani, anggota Dewan Pembina Partai Gerindra Fuad Bawazir dan Ketua DPD Partai Gerindra Provinsi DKI Jakarta M. Taufik. Selain itu hadir pula Ketua Dewan Kehormatan PAN Amien Rais dan Ketua DPP PAN Yandri Susanto."
759,Liputan6,Mendagri: Camat Harus Dapat Maksimalkan Pelayanan Publik di Tingkat Kecamatan,manusia,FP (manusia dikira AI),tertolong XGBoost saja,1,0.5273,0,0.3024,1,0.5061,"Camat sebagai ujung tombak penyelenggara pemerintahan di Kecamatan dapat memaksimalkan fungsi-fungsinya untuk mewujudkan peningkatan pelayanan publik, pengelola","Camat sebagai ujung tombak penyelenggara pemerintahan di Kecamatan dapat memaksimalkan fungsi-fungsinya untuk mewujudkan peningkatan pelayanan publik, pengelolaan pengaduan masyarakat, pengelolaan informasi, pengawasan internal, penyuluhan kepada masyarakat, dan beberapa pelayanan lainnya. Hal tersebut disampaikan Menteri Dalam Negeri (Mendagri) Tjahjo Kumolo dalam kesempatannya memberikan kata sambutan pada acara Rapat Koordinasi Nasional Camat Regional III yang dilaksanakan di Hotel Shangrilla Surabaya, kamis (15/11/2018). Ia mengharapkan, camat dapat melakukan inovasi sebagai bagian peningkatan mutu penyelenggaraan pemerintahan di daerah khususnya di wilayah Kecamatan. Tjahjo menyampaikan 5 point khusus untuk dilaksanakan camat Sebagai wujud komitmen pemerintah pusat dalam mengoptimalkan penyelenggaraan pemerintahan di wilayah Kecamatan. Pertama, pelimpahan sebagian kewenangan otonomi daerah kepada camat menjadi hal yang mutlak untuk dilaksanakan dalam rangka efektivitas dan efisiensi penyelenggaraan pemerintahan di wilayah kecamatan. Kedua, Kecamatan sepantasnya diberikan peluang untuk menyusun usulan-usulan kegiatan teknis dan didukung pendanaan yang berbasis kinerja seperti yang dilakukan oleh perangkat daerah lainnya. Ketiga, penguatan kelembagaan dan SDM Kecamatan harus dimaknai sebagai proses investasi kepemimpinan lokal jangka panjang untuk mendukung tugas pokok dan fungsi organisasi Kecamatan. Keempat, perlu dilakukan peningkatan manajemen pelayanan publik dan gagasan inovasi pelayanan publik untuk mendukung terciptanya pelayanan publik yang bermutu, efektif dan efisien; dan Kelima, camat secara konkret melaksanakan fungsi negara dalam rangka penciptaan kondisi yang dinamis, aman, tertib dan sinergi antar berbagai elemen penyelenggara pemerintahan dan masyarakat dalam rangka menjaga keutuhan NKRI. Tjahjo berharap melalui rapat koordinasi nasional Camat menjadi sebuah momentum yang berharga untuk menyatukan visi dalam menciptakan penyelenggaraan pemerintahan di wilayah Kecamatan yang berbasis pelayanan yang kredibel dan akuntabel dalam kerangka otonomi daerah dan semangat reformasi birokrasi di daerah. ”Dalam jiwa pamong saudara-saudaralah eksistensi negara akan terjaga dan selalu hadir di tengah-tengah masyarakat, untuk selalu memberikan pelayanan terbaik bagi masyarakat,” pungkas Tjahjo. (*)"
